index,comment_sentence,labels,drop_reason
5824,    // Operation types,[1 0 0 0 0 0 0],Exact Duplicate
5825,      // do nothing,[1 0 0 0 0 0 0],Exact Duplicate
5826,     * Does not require the argument,[1 0 0 0 0 0 0],Exact Duplicate
5829,    // Operation types,[1 0 0 0 0 0 0],Exact Duplicate
5830,// parse command line,[1 0 0 0 0 0 0],Exact Duplicate
5831,     * returns client name,[1 0 0 0 0 0 0],Exact Duplicate
5833,"Directory creation statistics.
   *
   * Each thread creates the same (+ or -1) number of directories.
   * Directory names are pre-generated during initialization.",[1 0 0 0 0 0 0],Exact Duplicate
5835,// parse command line,[1 0 0 0 0 0 0],Exact Duplicate
5837,     * Do mkdirs operation.,[1 0 0 0 0 0 0],Exact Duplicate
5838,"Open file statistics.
   * 
   * Measure how many open calls (getBlockLocations()) 
   * the name-node can handle per second.",[1 0 0 0 0 0 0],Exact Duplicate
5840,"// do not generate files, use existing ones",[1 0 0 0 0 0 0],Exact Duplicate
5843,// use the same files for open,[1 0 0 0 0 0 0],Exact Duplicate
5846,Operation types,[1 0 0 0 0 0 0],Exact Duplicate
5848, Operation types,[1 0 0 0 0 0 0],Exact Duplicate
5850,Operation types,[1 0 0 0 0 0 0],Exact Duplicate
5852,//only one storage,[1 0 0 0 0 0 0],Exact Duplicate
5854,// get versions from the namenode,[1 0 0 0 0 0 0],Exact Duplicate
5855,      // register datanode,[1 0 0 0 0 0 0],Exact Duplicate
5858,      // register datanode,[1 0 0 0 0 0 0],Exact Duplicate
5859,      // fill remaining slots with blocks that do not exist,[1 0 0 0 0 0 0],Exact Duplicate
5860,     * Send a heartbeat to the name-node and replicate blocks if requested.,[1 0 0 0 0 0 0],Exact Duplicate
5861,// keep it for future blockReceived benchmark,[1 0 0 0 0 0 0],Exact Duplicate
5864,"Transfer blocks to another data-node.
     * Just report on behalf of the other data-node
     * that the blocks have been received.",[1 0 0 0 0 0 0],Exact Duplicate
5865,"Block report statistics.
   * 
   * Each thread here represents its own data-node.
   * Data-nodes send the same block report each time.
   * The block report may contain missing or non-existing blocks.",[1 0 0 0 0 0 0],Exact Duplicate
5866,// array of data-nodes sorted by name,[1 0 0 0 0 0 0],Exact Duplicate
5867,"      // set heartbeat interval to 3 min, so that expiration were 40 min",[1 0 0 0 0 0 0],Exact Duplicate
5868,      // adjust replication to the number of data-nodes,[1 0 0 0 0 0 0],Exact Duplicate
5869,// parse command line,[1 0 0 0 0 0 0],Exact Duplicate
5870,      // create data-nodes,[1 0 0 0 0 0 0],Exact Duplicate
5872,      // prepare block reports,[1 0 0 0 0 0 0],Exact Duplicate
5873,"// IBRs are asynchronously processed by NameNode. The next
        // ClientProtocol#addBlock() may throw NotReplicatedYetException.",[0 0 0 0 0 0 1],Exact Duplicate
5879,      // stop replication monitor,[1 0 0 0 0 0 0],Exact Duplicate
5885,@param aArgs command line parameters,[0 0 0 1 0 0 0],Exact Duplicate
5887,    // Start the NameNode,[1 0 0 0 0 0 0],Exact Duplicate
5893,@link NameNodeRpcServer#refreshUserToGroupsMappings,[0 0 0 0 1 0 0],Exact Duplicate
5937,   * @param ps the {@link PrintStream} to print to,[0 0 0 1 0 0 0],Exact Duplicate
5997,"Contributors:
 *     Red Hat Incorporated - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
6030,        // get block MD5,[1 0 0 0 0 0 0],Exact Duplicate
6095,@link MutableMetric,[0 0 0 0 1 0 0],Exact Duplicate
6096,@link Metric,[0 0 0 0 1 0 0],Exact Duplicate
6185,        // Ensure listener still has been called only once,[1 0 0 0 0 0 0],Exact Duplicate
6231,"@link
 * StrictPreemptionContract",[0 0 0 0 1 0 0],Exact Duplicate
6233,@link PreemptionContract,[0 0 0 0 1 0 0],Exact Duplicate
6252,"@param monitor a progress monitor to indicate the duration of the operation, or
	 * <code>null</code> if progress reporting is not required.",[0 0 0 1 0 0 0],Exact Duplicate
6256,"@param mon progress monitor to indicate the duration of the operation, or 
	 * <code>null</code> if progress reporting is not required.",[0 0 0 1 0 0 0],Exact Duplicate
6494,"Contributors:
 *     Red Hat Incorporated - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
6520,     * Return a scanner for creating Autoconf partitions.,[1 0 0 0 0 0 0],Exact Duplicate
6522,     * Returns the Autoconf code scanner.,[1 0 0 0 0 0 0],Exact Duplicate
6590,"@see com.vaadin.tests.components.AbstractTestUI#setup(com.vaadin.server.
     * VaadinRequest)",[0 0 0 0 1 0 0],Exact Duplicate
6591,     * @see com.vaadin.tests.components.AbstractTestUI#getTestDescription(),[0 0 0 0 1 0 0],Exact Duplicate
6609,@link AuditLogger,[0 0 0 0 1 0 0],Exact Duplicate
6612,@link AuditLogger,[0 0 0 0 1 0 0],Exact Duplicate
6623,   * Test the AuditLog format for failure events.,[1 0 0 0 0 0 0],Exact Duplicate
6631,@author crazybob@google.com (Bob Lee),[0 1 0 0 0 0 0],Exact Duplicate
6644,@link DND#DROP_COPY,[0 0 0 0 1 0 0],Exact Duplicate
6652,	 * @param operation - incoming operation.,[0 0 0 1 0 0 0],Exact Duplicate
6653,	 * @return changed operation.,[0 0 0 1 0 0 0],Exact Duplicate
6708,	 * @param key the key of the preference,[0 0 0 1 0 0 0],Exact Duplicate
6722,	 * @param partition the comment partition,[0 0 0 1 0 0 0],Exact Duplicate
6725,	 * @param document the document,[0 0 0 1 0 0 0],Exact Duplicate
6734,	 * @param document the document,[0 0 0 1 0 0 0],Exact Duplicate
6798,   * reset the aggregator,[1 0 0 0 0 0 0],Exact Duplicate
6809,Constructor for ClasspathContainerWizard.,[1 0 0 0 0 0 0],Exact Duplicate
6810,@link Monitor,[0 0 0 0 1 0 0],Exact Duplicate
6881,@return String,[0 0 0 1 0 0 0],Exact Duplicate
6912,      // check new modification time on file,[1 0 0 0 0 0 0],Exact Duplicate
6935,@link TotalHeapUsageEmulatorPlugin,[0 0 0 0 1 0 0],Exact Duplicate
6993, * @noinstantiate This class is not intended to be instantiated by clients.,[0 0 0 1 0 0 0],Exact Duplicate
7101,@link #getQuickOpenDelay(),[0 0 0 0 1 0 0],Exact Duplicate
7103,@link #getQuickOpenDelay(),[0 0 0 0 1 0 0],Exact Duplicate
7107,@link #getQuickOpenDelay(),[0 0 0 0 1 0 0],Exact Duplicate
7125,                 * @return The final X-coordinate,[0 0 0 1 0 0 0],Exact Duplicate
7185,   * @param fs,[0 0 0 1 0 0 0],Exact Duplicate
7233,    /** @return the task status */,[0 0 0 1 0 0 0],Exact Duplicate
7360, * @noextend This interface is not intended to be extended by clients.,[0 0 0 1 0 0 0],Exact Duplicate
7375,							// throw internal exception which will be caught below,[1 0 0 0 0 0 0],Exact Duplicate
7417, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
7526,	 * @param contextType context type,[0 0 0 1 0 0 0],Exact Duplicate
7527,	 * @param contextData context data,[0 0 0 1 0 0 0],Exact Duplicate
7576,"@param name
     *            the Attribute name.",[0 0 0 1 0 0 0],Exact Duplicate
7583,"@param name
     *            the Attribute name.",[0 0 0 1 0 0 0],Exact Duplicate
7584,"@param value
     *            the Attribute value.",[0 0 0 1 0 0 0],Exact Duplicate
7585,"@param name
     *            the Attribute name.",[0 0 0 1 0 0 0],Exact Duplicate
7586,"@param value
     *            the Attribute value.",[0 0 0 1 0 0 0],Exact Duplicate
7587,"@param name
     *            the Attribute name.",[0 0 0 1 0 0 0],Exact Duplicate
7588,"@param value
     *            the Attribute value.",[0 0 0 1 0 0 0],Exact Duplicate
7591,@param name,[0 0 0 1 0 0 0],Exact Duplicate
7603,"@param value
     *            the Variable initial value.",[0 0 0 1 0 0 0],Exact Duplicate
7609," @param owner
     *            the Listener for variable changes.",[0 0 0 1 0 0 0],Exact Duplicate
7610,"@param name
     *            the Variable name.",[0 0 0 1 0 0 0],Exact Duplicate
7612,"@param owner
     *            the Listener for variable changes.",[0 0 0 1 0 0 0],Exact Duplicate
7613,"@param name
     *            the Variable name.",[0 0 0 1 0 0 0],Exact Duplicate
7618,"@param owner
     *            the Listener for variable changes.",[0 0 0 1 0 0 0],Exact Duplicate
7619,"@param name
     *            the Variable name.",[0 0 0 1 0 0 0],Exact Duplicate
7634,@link #endPaintable(Component),[0 0 0 0 1 0 0],Exact Duplicate
7637,@link Component,[0 0 0 0 1 0 0],Exact Duplicate
7675,      // do nothing,[1 0 0 0 0 0 0],Exact Duplicate
7677,      // do nothing,[1 0 0 0 0 0 0],Exact Duplicate
7735,// Block size.,[1 0 0 0 0 0 0],Exact Duplicate
7762,	 * @param provider - language settings provider.,[0 0 0 1 0 0 0],Exact Duplicate
7784,"			// this does not check for super-interfaces, feel free to implement as needed",[1 0 0 0 0 0 0],Exact Duplicate
7790,@author Kurt Alfred Kluever,[0 1 0 0 0 0 0],Exact Duplicate
7839,"Contributors:
 *     Andrew Gvozdev - Initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
7857,    // Renew should not be successful because the token is canceled,[1 0 0 0 0 0 0],Exact Duplicate
7859,    // Cancel token,[1 0 0 0 0 0 0],Exact Duplicate
7903,	 * @return Returns a int,[0 0 0 1 0 0 0],Exact Duplicate
7917,@code RangeMap,[0 0 0 0 1 0 0],Exact Duplicate
7937," // Exercise some boundary cases - a divisor of the chunk size
    // the chunk size, 2x chunk size, and +/-1 around these.",[1 0 0 0 0 0 0],Exact Duplicate
7971,@link IMember#getVisibility(),[0 0 0 0 1 0 0],Exact Duplicate
7976, * @noextend This interface is not intended to be extended by clients.,[0 0 0 1 0 0 0],Exact Duplicate
7977, * @noimplement This interface is not intended to be implemented by clients.,[0 0 0 1 0 0 0],Exact Duplicate
8002,	 * @deprecated use {@link IMember#getVisibility()},[0 0 0 0 0 1 0],Exact Duplicate
8034,	 * C++ template method.,[0 0 1 0 0 0 0],Exact Duplicate
8072, * @noimplement This interface is not intended to be implemented by clients.,[0 0 0 1 0 0 0],Exact Duplicate
8097,"	 * @deprecated,  use the type-safe version getKind(), instead.",[0 0 0 0 0 1 0],Exact Duplicate
8098,"	 * @deprecated,  use the type-safe version getKind(), instead.",[0 0 0 0 0 1 0],Exact Duplicate
8100,"	 * @deprecated,  use the type-safe version getKind(), instead.",[0 0 0 0 0 1 0],Exact Duplicate
8101,"	 * @deprecated,  use the type-safe version getKind(), instead.",[0 0 0 0 0 1 0],Exact Duplicate
8173,		// Get the builders to run,[1 0 0 0 0 0 0],Exact Duplicate
8175, // now treated as the same!,[1 0 0 0 0 0 0],Exact Duplicate
8179,				 * @see org.eclipse.core.runtime.jobs.Job#run(org.eclipse.core.runtime.IProgressMonitor),[0 0 0 0 1 0 0],Exact Duplicate
8181,						// Create a delta visitor to detect the build type,[1 0 0 0 0 0 0],Exact Duplicate
8185,		//perform necessary cleaning and build type calculation,[1 0 0 0 0 0 0],Exact Duplicate
8186,						// Stick this in the list of stuff to warn the user about,[1 0 0 0 0 0 0],Exact Duplicate
8188,//  Ignore console failures...,[1 0 0 0 0 0 0],Exact Duplicate
8192,	 * @param status,[0 0 0 1 0 0 0],Exact Duplicate
8193,	 * @param configName,[0 0 0 1 0 0 0],Exact Duplicate
8194,	 * Emits a message to the console indicating that there were no source files to build,[1 0 0 0 0 0 0],Exact Duplicate
8196,//the default behaviour: 'make' is invoked on all configurations and incremental build is handled by 'make',[1 0 0 0 0 0 0],Exact Duplicate
8200,	 * @see IncrementalProjectBuilder#build,[0 0 0 0 1 0 0],Exact Duplicate
8203,"// There is no point in checking anything else since we have
								// decided to do a full build anyway",[0 0 1 0 0 0 0],Exact Duplicate
8204,"							// We need to do an incremental build, at least",[1 0 0 0 0 0 0],Exact Duplicate
8206,"			// If the project has changed, then a build is needed and we can stop",[0 0 0 0 0 0 1],Exact Duplicate
8207,			// Is this a generated directory ...,[1 0 0 0 0 0 0],Exact Duplicate
8208,			//try to resolve build macros in the build artifact name,[1 0 0 0 0 0 0],Exact Duplicate
8209,			//try to resolve build macros in the build artifact extension,[1 0 0 0 0 0 0],Exact Duplicate
8214,@link OutputStream,[0 0 0 0 1 0 0],Exact Duplicate
8255,	 * @deprecated Use addVirtSpecifier() instead.,[0 0 0 0 0 1 0],Exact Duplicate
8294,    // Load training data,[1 0 0 0 0 0 0],Exact Duplicate
8304, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
8312,@link HttpURLConnection,[0 0 0 0 1 0 0],Exact Duplicate
8313,@link HttpURLConnection,[0 0 0 0 1 0 0],Exact Duplicate
8314,@link HttpURLConnection,[0 0 0 0 1 0 0],Exact Duplicate
8335,@link DropHandler#drop(DragAndDropEvent),[0 0 0 0 1 0 0],Exact Duplicate
8356, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
8359, * @noimplement This interface is not intended to be implemented by clients.,[0 0 0 1 0 0 0],Exact Duplicate
8376,   * @return a new instance.,[0 0 0 1 0 0 0],Exact Duplicate
8392,@code index,[0 0 0 0 1 0 0],Exact Duplicate
8415, * @noimplement This interface is not intended to be implemented by clients.,[0 0 0 1 0 0 0],Exact Duplicate
8416, * @noextend This interface is not intended to be extended by clients.,[0 0 0 1 0 0 0],Exact Duplicate
8497,   * @param nsInfo the name space info,[0 0 0 1 0 0 0],Exact Duplicate
8500,   * @param startOpt startup option,[0 0 0 1 0 0 0],Exact Duplicate
8503,   * @param startOpt startup option,[0 0 0 1 0 0 0],Exact Duplicate
8507,   * @param startOpt startup option,[0 0 0 1 0 0 0],Exact Duplicate
8651, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
8667, * @author Jared Levy,[0 1 0 0 0 0 0],Exact Duplicate
8668, * @author Louis Wasserman,[0 1 0 0 0 0 0],Exact Duplicate
8691,@code javax.inject.Named,[0 0 0 0 1 0 0],Exact Duplicate
8694,@code type,[0 0 0 0 1 0 0],Exact Duplicate
8698,@author crazybob@google.com (Bob Lee),[0 1 0 0 0 0 0],Exact Duplicate
8722, * @noextend This interface is not intended to be extended by clients.,[0 0 0 1 0 0 0],Exact Duplicate
8740,"Create a ResourceNavigatorRenameAction and use the tree of the supplied viewer
	 * for editing.",[1 0 0 0 0 0 0],Exact Duplicate
8786,		// Check that the changes have persisted,[1 0 0 0 0 0 0],Exact Duplicate
8846,   * @return the state,[0 0 0 1 0 0 0],Exact Duplicate
8848,   * @param proposed proposed new state,[0 0 0 1 0 0 0],Exact Duplicate
8852,   * @param proposed proposed new state,[0 0 0 1 0 0 0],Exact Duplicate
8855,   * @param proposed proposed new state,[0 0 0 1 0 0 0],Exact Duplicate
8910,      // create a file with length entries,[1 0 0 0 0 0 0],Exact Duplicate
8973, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
8980,"Contributors:
 *     QNX Software Systems - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
9031,"Contributors:
*     IBM Corporation - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
9033,"Contributors:
*     IBM Corporation - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
9035,"Contributors:
*     IBM Corporation - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
9036,// This file was generated by LPG,[1 0 0 0 0 0 0],Exact Duplicate
9037,"Contributors:
*     IBM Corporation - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
9052,    // Allocate for usage,[1 0 0 0 0 0 0],Exact Duplicate
9103,   * @param conf,[0 0 0 1 0 0 0],Exact Duplicate
9267,"// too many ""unchecked generic array creations""",[1 0 0 0 0 0 0],Exact Duplicate
9275, * @noimplement This interface is not intended to be implemented by clients.,[0 0 0 1 0 0 0],Exact Duplicate
9276," Contributors:
 *     Wind River Systems - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
9318, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
9330,// This file was generated by LPG,[1 0 0 0 0 0 0],Exact Duplicate
9337,@code IOException,[0 0 0 0 1 0 0],Exact Duplicate
9344,@code IOException,[0 0 0 0 1 0 0],Exact Duplicate
9347,   * @param flushable the {@code Flushable} object to be flushed.,[0 0 0 1 0 0 0],Exact Duplicate
9512,	 * @param project,[0 0 0 1 0 0 0],Exact Duplicate
9534, * @author jessewilson@google.com (Jesse Wilson),[0 1 0 0 0 0 0],Exact Duplicate
9552, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
9606,// defaultRetryPolicyEnabled = true,[1 0 0 0 0 0 0],Exact Duplicate
9687, * @noinstantiate This class is not intended to be instantiated by clients.,[0 0 0 1 0 0 0],Exact Duplicate
9694,	 * @param label,[0 0 0 1 0 0 0],Exact Duplicate
9698,	 * @param opts,[0 0 0 1 0 0 0],Exact Duplicate
9699,	 * @param parent,[0 0 0 1 0 0 0],Exact Duplicate
9741,   * @param testAppId,[0 0 0 1 0 0 0],Exact Duplicate
9743,   * @param testAppId,[0 0 0 1 0 0 0],Exact Duplicate
9744,   * @param testAppId,[0 0 0 1 0 0 0],Exact Duplicate
9765,@link AuditLogger,[0 0 0 0 1 0 0],Exact Duplicate
9812, * @noextend This interface is not intended to be extended by clients.,[0 0 0 1 0 0 0],Exact Duplicate
9813, * @noimplement This interface is not intended to be implemented by clients.,[0 0 0 1 0 0 0],Exact Duplicate
9818,	 * @param project,[0 0 0 1 0 0 0],Exact Duplicate
9821,	 * @param monitor,[0 0 0 1 0 0 0],Exact Duplicate
9824,	 * @param monitor,[0 0 0 1 0 0 0],Exact Duplicate
9826,	 * @param project,[0 0 0 1 0 0 0],Exact Duplicate
9830,	 * @param project,[0 0 0 1 0 0 0],Exact Duplicate
9834,	 * @param monitor,[0 0 0 1 0 0 0],Exact Duplicate
9856,"@link #setProjectDescription(IProject, ICProjectDescription)",[0 0 0 0 1 0 0],Exact Duplicate
9861,@link ICProjectDescription,[0 0 0 0 1 0 0],Exact Duplicate
9876,"	 * @return whether the given project is a new-style project, i.e. CConfigurationDataProvider-driven",[0 0 0 1 0 0 0],Exact Duplicate
9877,	 * @param project,[0 0 0 1 0 0 0],Exact Duplicate
9878,	 * @param monitor,[0 0 0 1 0 0 0],Exact Duplicate
9963,"            // set internally, not to fire request repaint",[1 0 0 0 0 0 0],Exact Duplicate
9975,    // RPC layer client expects ip:port as service for tokens,[1 0 0 0 0 0 0],Exact Duplicate
9999,"            // Session shut down, not much we can do but wait to be disposed.",[1 0 0 0 0 0 0],Exact Duplicate
10029,	 * @return Returns the name,[0 0 0 1 0 0 0],Exact Duplicate
10045,	 * @param partition the partition type where to invocation occurred,[0 0 0 1 0 0 0],Exact Duplicate
10046,	 * @param monitor the progress monitor passed on to the extension,[0 0 0 1 0 0 0],Exact Duplicate
10079,   * @param appId,[0 0 0 1 0 0 0],Exact Duplicate
10084,   * @param remoteRootLogDir,[0 0 0 1 0 0 0],Exact Duplicate
10086,   * @param user,[0 0 0 1 0 0 0],Exact Duplicate
10089,   * @param remoteRootLogDir,[0 0 0 1 0 0 0],Exact Duplicate
10091,   * @param suffix,[0 0 0 1 0 0 0],Exact Duplicate
10093,   * @param remoteRootLogDir,[0 0 0 1 0 0 0],Exact Duplicate
10098,   * @param nodeId,[0 0 0 1 0 0 0],Exact Duplicate
10125,	 * @return boolean,[0 0 0 1 0 0 0],Exact Duplicate
10157,	 * @param listener	The reconcile listener to be added,[0 0 0 1 0 0 0],Exact Duplicate
10196,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileFullPath(),[0 0 0 0 1 0 0],Exact Duplicate
10197,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileFullPath(),[0 0 0 0 1 0 0],Exact Duplicate
10198,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileName(),[0 0 0 0 1 0 0],Exact Duplicate
10203," Contributors:
 * QNX Software Systems - Initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
10208, * @author Vaadin Ltd.,[0 1 0 0 0 0 0],Exact Duplicate
10254,    // outputs MUST match,[1 0 0 0 0 0 0],Exact Duplicate
10259,   * @return a registry operations instance,[0 0 0 1 0 0 0],Exact Duplicate
10260,   * @param conf configuration,[0 0 0 1 0 0 0],Exact Duplicate
10263,   * @param conf configuration,[0 0 0 1 0 0 0],Exact Duplicate
10266,   * @param conf configuration,[0 0 0 1 0 0 0],Exact Duplicate
10300,    // Setup the configuration settings of the server,[1 0 0 0 0 0 0],Exact Duplicate
10302,    // Objects to verify interactions based on request,[1 0 0 0 0 0 0],Exact Duplicate
10304,    // Setup the configuration settings of the server,[1 0 0 0 0 0 0],Exact Duplicate
10306,    // Objects to verify interactions based on request,[1 0 0 0 0 0 0],Exact Duplicate
10317,@link AuthenticationHandler,[0 0 0 0 1 0 0],Exact Duplicate
10336,   * @param response the response object.,[0 0 0 1 0 0 0],Exact Duplicate
10337,   * @param request the request object.,[0 0 0 1 0 0 0],Exact Duplicate
10349,// parse command line,[1 0 0 0 0 0 0],Exact Duplicate
10358,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileName(),[0 0 0 0 1 0 0],Exact Duplicate
10359,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileFullPath(),[0 0 0 0 1 0 0],Exact Duplicate
10360,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileFullPath(),[0 0 0 0 1 0 0],Exact Duplicate
10361,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileName(),[0 0 0 0 1 0 0],Exact Duplicate
10362,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedResultsValues(),[0 0 0 0 1 0 0],Exact Duplicate
10363,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedPrefix(),[0 0 0 0 1 0 0],Exact Duplicate
10364,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getCompletionPosition(),[0 0 0 0 1 0 0],Exact Duplicate
10366,@author hamer,[0 1 0 0 0 0 0],Exact Duplicate
10373, * @noimplement This interface is not intended to be implemented by clients.,[0 0 0 1 0 0 0],Exact Duplicate
10405,"                // We should throw here, but we won't!",[1 0 0 0 0 0 0],Exact Duplicate
10433," Contributors:
 * QNX Software Systems - Initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
10450,	 * @param location location URI for the project,[0 0 0 1 0 0 0],Exact Duplicate
10492, * @author Vaadin Ltd,[0 1 0 0 0 0 0],Exact Duplicate
10535,     * Returns the list of configured label attributes for this column.,[1 0 0 0 0 0 0],Exact Duplicate
10557,@author Jared Levy,[0 1 0 0 0 0 0],Exact Duplicate
10559,"// too many ""unchecked generic array creations""",[1 0 0 0 0 0 0],Exact Duplicate
10614,     * For internal use by the framework only - API subject to change.,[1 0 0 0 0 0 0],Exact Duplicate
10623," Contributors:
 *     Wind River Systems - initial API and implementation",[0 1 0 0 0 0 0],Exact Duplicate
10634,    // reset source path in options,[1 0 0 0 0 0 0],Exact Duplicate
10637,    // make sure the source path has been updated to the snapshot path,[1 0 0 0 0 0 0],Exact Duplicate
10638,    // reset source paths in options,[1 0 0 0 0 0 0],Exact Duplicate
10653,      // wait for 3 seconds so that all block reports are processed.,[1 0 0 0 0 0 0],Exact Duplicate
10654,      // wait for 3 seconds so that all block reports are processed.,[1 0 0 0 0 0 0],Exact Duplicate
