index,labels,comment_length,word_count,comment_clean
5165,[1 0 0 0 0 0 0],210,42,class meant empty enables u define annotation list different junit class want run creating new test class added list
5166,[0 0 0 1 0 0 0],49,12,suite test run gdb
5167,[0 0 0 1 0 0 0],31,7,add test class
5170,[0 0 0 1 0 0 0],10,2,since
5171,[1 0 0 0 0 0 0],28,3,emulation runnablefuture
5172,[1 0 0 0 0 0 0],27,4,recreates test table
5173,[1 0 0 0 0 0 0],39,8,add test data test table
5174,[0 0 0 1 0 0 0],28,3,param connectionpool
5176,[0 0 0 0 1 0 0],16,2,link nodereport
5178,[0 0 0 0 1 0 0],73,3,see applicationclientprotocolgetclusternodesgetclusternodesrequest
5179,[1 0 0 0 0 0 0],293,40,pthe response sent coderesourcemanagercode client requesting link nodereport nodesp pthe codenodereportcode contains pernode information available resource number container tracking url rack name health status etc
5180,[1 0 0 0 0 0 0],57,8,get codenodereportcode node cluster
5181,[0 0 0 1 0 0 0],65,9,return codenodereportcode node cluster
5182,[1 0 0 0 0 0 0],32,5,arithmetic progression
5183,[1 0 0 0 0 0 0],17,4,symbol
5184,[1 0 0 0 0 0 0],23,4,starting value
5186,[1 0 0 0 0 0 0],21,4,ending value
5189,[1 0 0 0 0 0 0],32,6,contain
5190,[1 0 0 0 0 0 0],24,5,skip step
5191,[1 0 0 0 0 0 0],32,7,get number step
5192,[1 0 0 0 0 0 0],54,8,convert string arithmeticprogression
5196,[1 0 0 0 0 0 0],57,11,helper class manage group mutable rate metric
5197,[1 0 0 0 0 0 0],147,25,initialize registry method protocol show first snapshot convenient jmx implementation
5199,[0 0 0 1 0 0 0],34,5,param protocol protocol class
5201,[0 0 0 1 0 0 0],24,4,param elapsed time
5202,[0 1 0 0 0 0 0],72,10,contributor john camelon ibm initial api implementation
5206,[0 0 0 1 0 0 0],32,2,return codeiastproblemcode
5207,[0 0 0 1 0 0 0],48,4,param p codeiastproblemcode
5208,[1 0 0 0 0 0 0],127,11,codeproblemcode represents relationship codeiastproblemholdercode codeiastproblemcode
5209,[0 0 0 1 0 0 0],70,12,noextend interface intended extended client
5210,[0 0 0 1 0 0 0],76,12,noimplement interface intended implemented client
5212,[1 0 0 0 0 0 0],93,16,preference page used present property gdb dynamic printf preference
5214,[0 0 0 0 1 0 0],26,2,see fieldeditordostore
5216,[0 0 0 0 1 0 0],26,2,see getpreferencestore
5219,[0 0 1 0 0 0 0],330,60,look breakpoint base bp class source file line number currently inputed careful compare current dprintf case modifying property existing dprintf case course particular dprintf file line
5220,[1 0 0 0 0 0 0],20,4,update page state
5221,[1 0 0 0 0 0 0],25,4,update container state
5224,[1 0 0 0 0 0 0],49,8,dont allow create duplicate breakpoint
5225,[1 0 0 0 0 0 0],80,14,default main label label marker type dynamic printf
5226,[1 0 0 0 0 0 0],14,2,linedprintf
5227,[1 0 0 0 0 0 0],246,37,preference store used interface dynamic printf dynamic printf preference page preference store initialized preference store cannot retrieved preference dialog element
5228,[1 0 0 0 0 0 0],83,14,indicates page currently aim create breakpoint already exit
5230,[1 0 0 0 0 0 0],117,21,clear error message message line error message error message field editor
5231,[1 0 0 0 0 0 0],117,21,clear error message message line error message error message field editor
5232,[1 0 0 0 0 0 0],46,9,store text control enabled
5235,[1 0 0 0 0 0 0],38,7,go date week
5236,[0 0 0 0 0 0 1],56,11,check date range need
5239,[1 0 0 0 0 0 0],49,9,simple base case mapping user queue
5240,[1 0 0 0 0 0 0],91,16,specify overwritten see user specified queue overridden
5242,[1 0 0 0 0 0 0],35,8,find gcc clang path
5245,[1 0 0 0 0 0 0],113,14,tableelement scroll working properly need httpdevvaadincomticket
5247,[0 1 0 0 0 0 0],71,9,contributor tomasz wesolowski initial api implementation
5248,[1 0 0 0 0 0 0],39,7,gcc problem matched pattern
5249,[1 0 0 0 0 0 0],87,16,load basic job level data upfront data job history file loaded lazily
5250,[1 0 0 0 0 0 0],47,8,picked jobinfo conversion
5251,[1 0 0 0 0 0 0],31,6,picked jobinfo
5253,[1 0 0 0 0 0 0],33,7,two type task
5256,[0 0 0 0 1 0 0],60,2,see orgapachehadoopmapreducevappjobjobgetjobacls
5257,[1 0 0 0 0 0 0],18,4,jaxb need
5259,[1 0 0 0 0 0 0],78,12,codearcode class used parsing standard som archive ar file
5260,[1 0 0 0 0 0 0],75,11,archive archive member header include byte magic character
5261,[1 0 0 0 0 0 0],36,7,file member name terminated
5262,[1 0 0 0 0 0 0],29,6,file member date decimal
5266,[1 0 0 0 0 0 0],29,6,file member size decimal
5269,[1 0 0 0 0 0 0],22,3,derived information
5270,[1 0 0 0 0 0 0],38,9,get name object file
5271,[1 0 0 0 0 0 0],42,10,get size object file
5272,[1 0 0 0 0 0 0],31,5,library symbol table header
5273,[1 0 0 0 0 0 0],18,3,record field
5274,[1 0 0 0 0 0 0],80,13,creates new codearcode object content given file
5275,[1 0 0 0 0 0 0],66,13,get array object file header archive
5276,[1 0 0 0 0 0 0],54,10,load header file required
5277,[1 0 0 0 0 0 0],57,10,check eof condition get som directory
5278,[1 0 0 0 0 0 0],78,15,som directory entry bit word som offset lst size
5284,[0 0 0 1 0 0 0],72,13,return array header one object within archive
5285,[0 0 0 0 1 0 0],17,3,see arheader
5287,[1 0 0 0 0 0 0],101,20,going define loop want two iteration get group
5288,[1 0 0 0 0 0 0],59,11,define attribute name first group
5289,[1 0 0 0 0 0 0],60,11,define attribute name second group
5290,[1 0 0 0 0 0 0],68,11,search result get reused return group group
5292,[1 0 0 0 0 0 0],57,11,find first occured tab utf encoded string
5293,[1 0 0 0 0 0 0],96,17,split utf byte array key value assuming delimilator splitpos
5294,[1 0 0 0 0 0 0],96,17,split utf byte array key value assuming delimilator splitpos
5295,[1 0 0 0 0 0 0],95,17,split utf byte array key value assuming delimilator splitpos
5300,[0 0 0 1 0 0 0],33,6,return number byte read
5301,[0 0 0 1 0 0 0],34,6,param splitpos split po
5302,[0 0 0 1 0 0 0],58,10,param val contains value upon method returned
5303,[0 0 0 1 0 0 0],56,10,param key contains key upon method returned
5304,[0 0 0 1 0 0 0],36,6,param utf utf encoded string
5306,[0 0 0 1 0 0 0],34,6,param splitpos split po
5308,[0 0 0 1 0 0 0],56,10,param key contains key upon method returned
5310,[0 0 0 1 0 0 0],34,6,param splitpos split po
5315,[0 0 0 1 0 0 0],36,6,param utf utf encoded string
5317,[0 0 0 1 0 0 0],34,6,param splitpos split po
5318,[0 0 0 1 0 0 0],58,10,param val contains value upon method returned
5319,[0 0 0 1 0 0 0],56,10,param key contains key upon method returned
5320,[0 0 0 1 0 0 0],31,6,param length byte
5321,[0 0 0 1 0 0 0],33,5,param start starting offset
5322,[0 0 0 1 0 0 0],36,6,param utf utf encoded string
5323,[0 0 0 1 0 0 0],62,11,param utf byte array containing utf encoded string
5324,[0 0 0 1 0 0 0],57,9,return position first tab occures otherwise
5325,[0 0 0 1 0 0 0],62,11,param utf byte array containing utf encoded string
5326,[0 0 0 1 0 0 0],33,5,param start starting offset
5329,[0 1 0 0 0 0 0],48,5,author jessewilsongooglecom jesse wilson
5331,[1 0 0 0 0 0 0],133,19,untargetted binding binding indicates injector use implicit binding strategy resolve injection
5333,[0 0 0 0 1 0 0],67,2,see orgeclipsecdtcoreibinaryparseribinaryarchivegetobjects
5335,[0 0 0 0 0 1 0],73,4,deprecated use link elfbinaryarchivecreatearchivemembersarheader
5336,[1 0 0 0 0 0 0],276,46,abstract class add consistent api common method thats needed vaadins serverbased selection model work p emnoteem interface instead abstract class could define protected method interface
5337,[0 0 0 1 0 0 0],89,12,return codetruecode iff selection state changed call
5338,[0 0 0 1 0 0 0],57,8,param handle handle deselect
5339,[0 0 0 1 0 0 0],89,12,return codetruecode iff selection state changed call
5340,[0 0 0 1 0 0 0],55,8,param handle handle select
5343,[0 0 0 0 1 0 0],59,3,link comvaadinclientdatadatasourcerowhandle rowhandle
5344,[0 0 0 0 1 0 0],59,3,link comvaadinclientdatadatasourcerowhandle rowhandle
5345,[0 0 0 1 0 0 0],64,9,emnoteem method may fire selection change event
5348,[1 0 0 0 0 0 0],26,6,select row based
5349,[1 0 0 0 0 0 0],29,6,deselect row based
5350,[1 0 0 0 0 0 0],34,5,destination path parameter
5351,[1 0 0 0 0 0 0],24,4,parameter name
5352,[1 0 0 0 0 0 0],33,5,default parameter value
5356,[0 0 0 1 0 0 0],10,2,since
5357,[0 0 0 1 0 0 0],88,14,param entry dirty cache entry missing given requested property
5358,[0 0 0 1 0 0 0],51,7,param property property missing cache
5360,[1 0 0 0 0 0 0],134,24,extension vm update policy allows policy control update missing property value dirty cache entry
5361,[1 0 0 0 0 0 0],103,15,determines whether given dirty cache entry given missing property updated
5362,[0 1 0 0 0 0 0],69,9,contributor alena laskavaia initial api implementation
5364,[0 0 0 1 0 0 0],76,12,noimplement interface intended implemented client
5365,[0 0 0 1 0 0 0],45,9,return reference start node graph
5366,[1 0 0 0 0 0 0],110,21,exit node graph usually return function also throw abort exit call
5367,[1 0 0 0 0 0 0],150,21,jsonmarshallable description single component support deserialization unknown attribute support creation
5368,[1 0 0 0 0 0 0],104,18,type string must serialized json permit fast discarding invalid entry
5369,[1 0 0 0 0 0 0],65,11,type field must string link recordtype
5370,[1 0 0 0 0 0 0],23,3,description string
5371,[1 0 0 0 0 0 0],38,6,map handle unknown attribute
5372,[1 0 0 0 0 0 0],59,10,list endpoint intended use external caller
5375,[1 0 0 0 0 0 0],29,4,deep cloning constructor
5377,[1 0 0 0 0 0 0],29,5,add internal endpoint
5379,[1 0 0 0 0 0 0],33,6,look external endpoint
5380,[1 0 0 0 0 0 0],53,9,handle unknown attribute storing
5381,[1 0 0 0 0 0 0],135,25,map attribute set parsing included json value record generated
5382,[1 0 0 0 0 0 0],50,9,get attribute specific key
5383,[1 0 0 0 0 0 0],51,9,get attribute specific key
5384,[1 0 0 0 0 0 0],32,7,find endpoint api
5385,[1 0 0 0 0 0 0],65,10,shallow clone endpoint shared across instance
5386,[0 0 0 1 0 0 0],36,7,return clone instance
5387,[0 0 0 1 0 0 0],24,5,param api api name
5388,[0 0 0 1 0 0 0],21,4,param list list
5391,[0 0 0 1 0 0 0],32,5,param defval default value
5394,[0 0 0 1 0 0 0],30,6,return value null
5395,[0 0 0 1 0 0 0],70,12,return map unknown attribute deserialized json
5396,[0 0 0 1 0 0 0],30,5,param key attribute name
5397,[0 0 0 1 0 0 0],34,5,param value attribute value
5398,[0 0 0 1 0 0 0],19,4,param api api
5399,[0 0 0 1 0 0 0],55,11,return endpoint null match
5401,[0 0 0 1 0 0 0],36,6,param endpoint endpoint set
5402,[0 0 0 1 0 0 0],38,6,param service record source
5403,[0 0 0 0 1 0 0],18,2,link recordtype
5404,[0 0 0 1 0 0 0],14,3,param api api
5406,[0 0 0 0 1 0 0],17,2,link attribute
5407,[1 0 0 0 0 0 0],151,25,generic junit test test creation typically constructor static factory method set cant invoked directly please see
5410,[1 0 0 0 0 0 0],42,8,setting per directory file limit
5411,[1 0 0 0 0 0 0],32,7,test root directory path
5412,[1 0 0 0 0 0 0],52,8,testing path generation zz
5413,[1 0 0 0 0 0 0],167,25,making sure directory becomes nonfull reused future getrelativepathforlocalization call order freed
5415,[1 0 0 0 0 0 0],36,6,checking first four path
5416,[1 0 0 0 0 0 0],51,8,releasing two file root directory
5417,[1 0 0 0 0 0 0],65,11,space two file available root directory
5418,[1 0 0 0 0 0 0],99,19,space available root directory first sub directory
5419,[1 0 0 0 0 0 0],41,6,finish filling directory
5420,[0 0 0 0 1 0 0],27,2,link immutablelistmultimap
5421,[0 1 0 0 0 0 0],18,3,author jared levy
5423,[1 0 0 0 0 0 0],8,2,suite
5424,[1 0 0 0 0 0 0],21,2,serializabletester
5425,[1 0 0 0 0 0 0],21,2,serializabletester
5426,[1 0 0 0 0 0 0],196,33,state invalid identifier resource manager used default value initializing rm identifier currently rm using time stamp rm identifier
5427,[1 0 0 0 0 0 0],371,68,creates close file certain length call append allow next write operation add end write invocation call hflush make sure data sunk pipeline check state last block replica supposes rbw state throw ioexception case error
5428,[0 0 0 0 1 0 0],27,1,linktestreadwhilewriting
5429,[1 0 0 0 0 0 0],100,14,two test case already implemented linktestreadwhilewriting
5430,[1 0 0 0 0 0 0],47,7,click button decreasing size
5431,[1 0 0 0 0 0 0],47,7,click button increasing size
5432,[0 0 0 0 1 0 0],17,2,link cacheloader
5433,[0 0 0 0 1 0 0],17,2,link cacheloader
5434,[0 0 0 0 1 0 0],22,2,link cacheloaderload
5435,[0 0 0 0 1 0 0],12,2,code loader
5436,[0 0 0 0 1 0 0],25,2,link cacheloaderloadall
5437,[0 0 0 0 1 0 0],17,2,link cacheloader
5439,[0 0 0 0 1 0 0],17,2,link cacheloader
5440,[0 0 0 0 1 0 0],14,2,code constant
5442,[0 0 0 0 1 0 0],17,2,link cacheloader
5444,[0 0 0 0 1 0 0],18,3,code new object
5445,[0 0 0 0 1 0 0],15,2,link getcount
5446,[0 0 0 0 1 0 0],18,3,code new object
5447,[0 0 0 0 1 0 0],13,2,code integer
5449,[0 0 0 0 1 0 0],12,2,code reload
5450,[0 0 0 0 1 0 0],19,2,link getloadcount
5452,[0 1 0 0 0 0 0],23,3,author mike nonemacher
5453,[1 0 0 0 0 0 0],72,9,utility link cacheloader implementation intended use testing
5454,[1 0 0 0 0 0 0],148,18,return link cacheloader implement naive link cacheloaderloadall delegating link cacheloaderload call code loader
5456,[1 0 0 0 0 0 0],88,13,return link cacheloader return given code constant every request
5459,[1 0 0 0 0 0 0],145,23,return code new object every request increment counter every request count accessible via link getcount
5461,[1 0 0 0 0 0 0],9,2,reload
5463,[1 0 0 0 0 0 0],34,6,cost entire function call
5464,[1 0 0 0 0 0 0],27,6,udc performed
5465,[1 0 0 0 0 0 0],52,9,compare function call cost another one
5466,[0 0 1 0 0 0 0],211,39,order function better previous best must least one parameter match better corresponding match function none worse
5469,[1 0 0 0 0 0 0],62,9,using declaration class overridden
5470,[1 0 0 0 0 0 0],45,7,point prefer nonindex binding
5471,[0 1 0 0 0 0 0],115,16,contributor doug schaefer ibm initial api implementation markus schorn wind river system
5479,[0 0 0 0 1 0 0],19,2,link getclauses
5480,[0 0 0 0 1 0 0],39,2,link addclauseiastinitializerclause
5482,[0 0 0 0 0 1 0],66,5,deprecated replaced link addclauseiastinitializerclause
5484,[1 0 0 0 0 0 0],170,26,return size initializer list including trivial initializers size may larger length array returned link getinitializers
5485,[1 0 0 0 0 0 0],135,23,return list initializers depending ast created may omit trivial initializers order save memory
5486,[1 0 0 0 0 0 0],285,41,add initializer clause initializer list depending ast created initializer may codenullcode codenullcode initializer returned link getinitializers however contributes actual element count getsize
5487,[0 0 0 0 1 0 0],24,2,link getinitializers
5489,[0 0 0 1 0 0 0],62,11,param lv new layout version addition feature
5490,[0 0 0 1 0 0 0],45,6,param description description feature
5492,[0 0 0 1 0 0 0],71,12,param ancestorlv layout version new lv derived
5496,[0 0 0 0 1 0 0],17,2,code ancestorylv
5497,[0 0 0 0 1 0 0],8,2,code lv
5498,[1 0 0 0 0 0 0],240,41,enums feature change layout version brbr add new layout version ul lidefine new enum constant short enum name new layout version description added featureli
5499,[1 0 0 0 0 0 0],63,11,datanodefeature added layout version code lv
5500,[1 0 0 0 0 0 0],69,10,datanode feature added layout version code ancestorylv
5501,[0 0 0 0 0 0 1],167,28,liwhen adding layout version ancestor immediate predecessor use constructor specific ancestor passed
5503,[0 0 0 1 0 0 0],11,2,since
5504,[0 0 0 1 0 0 0],66,12,param lang language ast created
5506,[0 0 0 1 0 0 0],28,5,return status object
5507,[0 0 0 1 0 0 0],40,6,param tunit translation unit
5510,[0 0 0 1 0 0 0],68,8,param progressmonitor progress monitor codenullcode
5511,[0 0 0 1 0 0 0],72,12,return ast codenullcode ast available
5512,[0 0 0 1 0 0 0],48,6,param tunit translation unit
5513,[0 0 0 1 0 0 0],84,12,param wait codetruecode ast computed waited
5514,[0 0 0 1 0 0 0],64,9,param monitor progress monitor may codenullcode
5515,[0 0 0 1 0 0 0],51,8,param astrunnable runnable taking ast
5516,[0 0 0 1 0 0 0],50,8,return status returned astrunnable
5517,[0 0 0 1 0 0 0],36,5,param tunit translation unit
5519,[0 0 0 1 0 0 0],119,16,param wait codetruecode wait ast computed might compute new ast
5521,[0 0 0 1 0 0 0],72,12,return ast codenullcode ast available
5522,[0 0 0 1 0 0 0],36,7,param ast ast release
5524,[0 0 0 1 0 0 0],38,6,param tunit translation unit
5529,[0 0 0 1 0 0 0],38,6,param tunit translation unit
5530,[0 0 0 1 0 0 0],38,6,param tunit translation unit
5534,[0 0 0 1 0 0 0],38,6,param tunit translation unit
5535,[0 0 0 1 0 0 0],38,6,param tunit translation unit
5537,[0 0 0 1 0 0 0],38,6,param tunit translation unit
5538,[0 0 0 1 0 0 0],39,7,return string used debugging
5539,[0 0 0 1 0 0 0],40,7,param ast translation unit ast
5540,[0 0 0 1 0 0 0],39,7,return string used debugging
5542,[1 0 0 0 0 0 0],64,12,return string given c element used debugging
5545,[1 0 0 0 0 0 0],99,17,informs reconciling computation ast given element started
5546,[1 0 0 0 0 0 0],81,14,check whether given translation unit active element cache
5547,[1 0 0 0 0 0 0],73,14,set given translation unit active element cache ast
5548,[1 0 0 0 0 0 0],39,7,creates new translation unit ast
5549,[1 0 0 0 0 0 0],28,5,disposes cached ast
5550,[1 0 0 0 0 0 0],56,10,cache given ast given translation unit
5551,[1 0 0 0 0 0 0],136,14,release shared ast previously acquired calling link acquiresharedastitranslationunit iindex boolean iprogressmonitor
5552,[1 0 0 0 0 0 0],64,13,provides shared ast single translation unit time
5554,[0 0 0 0 1 0 0],46,3,see runonastilanguage iasttranslationunit
5555,[0 0 0 0 1 0 0],58,3,link astrunnablerunonastilanguage iasttranslationunit
5556,[0 0 0 0 1 0 0],44,2,link releasesharedastiasttranslationunit
5557,[1 0 0 0 0 0 0],22,4,signal ast change
5560,[0 0 0 0 0 0 1],67,14,called thread one acquired ast
5561,[0 0 1 0 0 0 0],260,54,ast released thread one acquired p client allowed modify ast must hold index read lock prior calling method continue hold lock long ast used
5562,[1 0 0 0 0 0 0],278,44,return shared ast given translation unit lock exclusive access ast obtained method released calling link releasesharedastiasttranslationunit subsequent call method block ast released
5563,[1 0 0 0 0 0 0],213,28,executes link astrunnablerunonastilanguage iasttranslationunit ast provided cache given translation unit handle acquiring releasing index readlock client
5565,[1 0 0 0 0 0 0],12,3,try
5566,[1 0 0 0 0 0 0],52,8,check whether active element still valid
5567,[1 0 0 0 0 0 0],21,4,wait ast
5568,[1 0 0 0 0 0 0],30,6,cached ast wait
5569,[1 0 0 0 0 0 0],38,9,ast wait done
5570,[1 0 0 0 0 0 0],21,4,cached ast
5571,[1 0 0 0 0 0 0],227,29,wait ast wait done debug systemoutprintlndebugprefix getthreadname returning null waitno tunitgetelementname nonnls return null
5572,[1 0 0 0 0 0 0],29,5,cached ast valid
5573,[1 0 0 0 0 0 0],56,9,ast invalidated index write access
5574,[1 0 0 0 0 0 0],22,4,ast cached
5575,[1 0 0 0 0 0 0],257,50,return shared translation unit ast given translation unit p client allowed modify ast must hold index read lock prior calling method continue hold lock long ast used
5576,[1 0 0 0 0 0 0],27,6,create new ast cache
5577,[1 0 0 0 0 0 0],61,10,indicates whether ast currently computed
5578,[1 0 0 0 0 0 0],151,28,timestamp last index write access time ast got cached cached ast becomes invalid index write access afterwards
5580,[1 0 0 0 0 0 0],62,12,active translation unit cache ast
5581,[1 0 0 0 0 0 0],37,7,something given ast
5583,[1 0 0 0 0 0 0],116,23,test blocksize never zero file either f default filestatus value queried file
5585,[0 0 0 1 0 0 0],58,11,param name name use exception message
5588,[0 0 0 1 0 0 0],58,11,param name name use exception message
5591,[0 0 0 1 0 0 0],58,11,param name name use exception message
5593,[0 0 0 1 0 0 0],23,4,return value
5594,[0 0 0 1 0 0 0],58,11,param name name use exception message
5595,[0 0 0 1 0 0 0],32,5,param value integer value
5597,[0 0 0 1 0 0 0],58,11,param name name use exception message
5599,[0 0 0 1 0 0 0],62,12,param value string check valid identifier
5600,[0 0 0 1 0 0 0],26,4,return variable
5601,[0 0 0 1 0 0 0],58,11,param name name use exception message
5603,[0 0 0 1 0 0 0],26,4,return variable
5604,[0 0 0 1 0 0 0],58,11,param name name use exception message
5606,[0 0 0 1 0 0 0],22,4,return list
5607,[0 0 0 1 0 0 0],58,11,param name name use exception message
5609,[0 0 0 1 0 0 0],26,4,return variable
5610,[0 0 0 1 0 0 0],58,11,param name name use exception message
5611,[0 0 0 1 0 0 0],38,7,param obj variable check
5614,[1 0 0 0 0 0 0],48,9,verifies list null element
5616,[1 0 0 0 0 0 0],48,10,verifies string list null emtpy
5617,[1 0 0 0 0 0 0],107,14,verifies value valid identifier codeazazazazcode maximum length
5618,[1 0 0 0 0 0 0],41,7,verifies integer greater zero
5620,[1 0 0 0 0 0 0],45,9,verifies long greater equal zero
5623,[0 1 0 0 0 0 0],45,5,author dhanji r prasanna dhanjigmailcom
5624,[1 0 0 0 0 0 0],32,6,try query back
5627,[1 0 0 0 0 0 0],25,2,startup persistence
5628,[1 0 0 0 0 0 0],174,29,instance sessionperrequest strategy control opening closing em manual discretion opposed transactional unit work
5629,[1 0 0 0 0 0 0],68,10,interface getting secret key associated application
5630,[1 0 0 0 0 0 0],50,9,get appropriate sasl user given appid
5632,[0 0 0 0 1 0 0],21,2,link taskattemptinfo
5634,[0 0 0 0 1 0 0],14,2,link taskinfo
5635,[0 0 0 1 0 0 0],60,7,return codetaskinfocode given taskattempt
5636,[0 0 0 1 0 0 0],46,7,return total runtime taskattempt
5640,[1 0 0 0 0 0 0],43,7,get total runtime taskattempt
5641,[1 0 0 0 0 0 0],53,8,get link taskinfo given taskattempt
5643,[0 0 0 1 0 0 0],42,6,param listener property change listener
5644,[0 0 0 1 0 0 0],42,6,param listener property change listener
5645,[1 0 0 0 0 0 0],52,9,provides access property debug target
5646,[1 0 0 0 0 0 0],118,20,add property change listener target affect identical listener already registered
5647,[1 0 0 0 0 0 0],101,18,remove given listener target affect listener registered
5648,[0 0 0 0 1 0 0],32,6,see webapps usage example
5649,[0 0 0 1 0 0 0],40,6,param action controller method
5651,[0 0 0 1 0 0 0],80,12,param pathspec path spec form controlleractionargs etc
5652,[0 0 0 1 0 0 0],49,9,param method http method route
5654,[0 0 0 1 0 0 0],30,3,return inetsocketaddress
5655,[1 0 0 0 0 0 0],24,5,path redirect
5657,[1 0 0 0 0 0 0],48,10,get address http server bound
5658,[1 0 0 0 0 0 0],183,33,set path redirect user go instance go yarnapps allows filter easily differentiate different webapps
5661,[1 0 0 0 0 0 0],32,6,setup webapp serving route
5668,[0 0 0 1 0 0 0],19,2,param layoutclass
5669,[1 0 0 0 0 0 0],194,30,main class series namenode benchmark benchmark measure throughput average execution time specific namenode operation eg file creation block report
5670,[0 0 1 0 0 0 0],1784,251,benchmark involve hadoop component except namenode operation executed calling directly respective namenode method namenode real component simulated benchmark support hrefdocroothadoopprojectdisthadoopcommoncommandsmanualhtmlgenericoptions standard commandline optionsa use remote namenode ttfstt option config ttdfsnamenodefslimitsminblocksizett set command line argument benchmark include ol litotal number operation performedli linumber thread run operationsli lifollowed operation specific input parametersli liloglevel l specifies logging level benchmark run default logging level link levelerrorli liugcacherefreshcount g cause benchmark call link namenoderpcserverrefreshusertogroupsmappings every g operation purge namenodes user group cache default refresh never calledli likeepresults clean namespace executionli liuseexisting recreate namespace use existing datali ol benchmark first generates input thread input generation overhead effect resulting statistic number operation performed thread practically precisely difference number operation performed two thread exceed benchmark executes specified number operation using specified number thread output resulting stats
5671,[1 0 0 0 0 0 0],115,19,need many handler since thread simulates handler calling namenode method directly
5672,[1 0 0 0 0 0 0],47,7,turn minimum block size verification
5673,[1 0 0 0 0 0 0],23,4,set exclude file
5674,[1 0 0 0 0 0 0],40,7,change log level namenode log
5675,[1 0 0 0 0 0 0],147,22,base class collecting operation statistic overload class order run statistic specific namenode operation
5676,[1 0 0 0 0 0 0],21,4,number thread
5677,[1 0 0 0 0 0 0],33,5,number operation requested
5678,[1 0 0 0 0 0 0],33,5,number operation executed
5681,[1 0 0 0 0 0 0],37,7,dont clean base directory exit
5682,[1 0 0 0 0 0 0],34,6,logging level error default
5683,[1 0 0 0 0 0 0],34,6,user group cache refresh count
5684,[1 0 0 0 0 0 0],22,3,operation name
5685,[1 0 0 0 0 0 0],36,5,parse command line argument
5686,[1 0 0 0 0 0 0],46,7,generate input daemon thread
5687,[1 0 0 0 0 0 0],165,23,corresponds arg argument link executeopint int string different meaning depending operation performed
5688,[1 0 0 0 0 0 0],35,4,execute namenode operation
5690,[1 0 0 0 0 0 0],27,5,thread index nrthreads
5691,[1 0 0 0 0 0 0],42,6,execute separate thread
5693,[1 0 0 0 0 0 0],71,7,try threadsleep catch interruptedexception e
5695,[0 0 0 1 0 0 0],60,9,param opsperthread number input thread
5697,[0 0 0 1 0 0 0],60,10,param daemonid id daemon calling method
5698,[0 0 0 1 0 0 0],74,12,param inputidx serial index operation called deamon
5701,[0 0 0 1 0 0 0],27,4,return argument
5702,[0 0 0 0 1 0 0],34,4,link executeopint int string
5703,[1 0 0 0 0 0 0],66,10,parse first argument corresponding op option
5705,[0 0 0 1 0 0 0],220,35,return true operation mean option related operation ignored false otherwise meaning usage printed unrelated option encountered
5706,[1 0 0 0 0 0 0],31,4,process common option
5709,[1 0 0 0 0 0 0],36,6,schedule stop daemon
5710,[1 0 0 0 0 0 0],44,6,clean benchmark result directory
5711,[1 0 0 0 0 0 0],22,3,operation type
5712,[1 0 0 0 0 0 0],19,3,nothing
5715,[1 0 0 0 0 0 0],192,31,file creation statistic thread creates number file file name pregenerated initialization created file block
5716,[1 0 0 0 0 0 0],22,3,operation type
5717,[1 0 0 0 0 0 0],21,4,parse command line
5718,[1 0 0 0 0 0 0],26,4,return client name
5719,[1 0 0 0 0 0 0],22,4,file create
5720,[1 0 0 0 0 0 0],164,23,directory creation statistic thread creates number directory directory name pregenerated initialization
5721,[1 0 0 0 0 0 0],22,3,operation type
5724,[1 0 0 0 0 0 0],27,4,mkdirs operation
5725,[1 0 0 0 0 0 0],125,18,open file statistic measure many open call getblocklocations namenode handle per second
5726,[1 0 0 0 0 0 0],9,1,operation
5727,[1 0 0 0 0 0 0],43,8,generate file use existing one
5728,[1 0 0 0 0 0 0],40,5,create file using opsperthread
5729,[1 0 0 0 0 0 0],47,9,create file created
5730,[1 0 0 0 0 0 0],30,7,use file open
5733,[1 0 0 0 0 0 0],15,2,operation type
5735,[1 0 0 0 0 0 0],16,2,operation type
5736,[1 0 0 0 0 0 0],101,16,rename file statistic measure many rename call namenode handle per second
5737,[1 0 0 0 0 0 0],15,2,operation type
5738,[1 0 0 0 0 0 0],28,3,minimal datanode simulator
5739,[1 0 0 0 0 0 0],18,3,one storage
5741,[1 0 0 0 0 0 0],33,6,get version namenode
5743,[1 0 0 0 0 0 0],27,3,first block report
5746,[1 0 0 0 0 0 0],59,10,fill remaining slot block exist
5747,[1 0 0 0 0 0 0],75,12,send heartbeat namenode replicate block requested
5748,[1 0 0 0 0 0 0],45,7,keep future blockreceived benchmark
5749,[1 0 0 0 0 0 0],26,3,register datanode
5750,[1 0 0 0 0 0 0],45,10,send copy block another datanode
5751,[1 0 0 0 0 0 0],132,21,transfer block another datanode report behalf datanode block received
5752,[1 0 0 0 0 0 0],202,31,block report statistic thread represents datanode datanodes send block report time block report may contain missing nonexisting block
5753,[1 0 0 0 0 0 0],37,7,array datanodes sorted name
5754,[1 0 0 0 0 0 0],72,13,set heartbeat interval min expiration min
5755,[1 0 0 0 0 0 0],55,8,adjust replication number datanodes
5756,[1 0 0 0 0 0 0],21,4,parse command line
5757,[1 0 0 0 0 0 0],26,3,create datanodes
5759,[1 0 0 0 0 0 0],30,4,prepare block report
